model,raw_model_name,sample_index,generated_summary_zh,reference_summary_zh,generated_tokens,gold_tokens,token_diff,token_ratio,source_file,source_group
Aya-Expanse,aya-expanse:8b,47,亨利想预订科哈库咖啡馆的桌子，但找不到任何信息，连其Facebook页面也消失了。朱莉娅证实咖啡馆已经关门，可能是因为租金过高。亨利和朱莉娅都对这家位于 Covent Garden 附近的咖啡馆很失望，并讨论了其他替代选择。,茱莉亚上周去了考文特花园附近的kohaku咖啡馆，但现在这家店关门了，这让她和亨利大吃一惊。她联系了店主，但还没收到回复。亨利和他的表妹最后去了莉莉家，但那里的气氛不一样。,85,74,11,1.1486486486486487,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,47,亨利和茱莉亚谈论了常去的那家咖啡馆“Kohaku”，得知它可能永久关闭，让两人感到遗憾。茱莉亚提到她尝试联系店主但未获回复。最后，她们比较了另一家咖啡馆Lilly's，并讨论了其他替代选择，但亨利对人多的地方不感兴趣。,茱莉亚上周去了考文特花园附近的kohaku咖啡馆，但现在这家店关门了，这让她和亨利大吃一惊。她联系了店主，但还没收到回复。亨利和他的表妹最后去了莉莉家，但那里的气氛不一样。,88,74,14,1.1891891891891893,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,47,亨利和朱莉娅讨论 Covent Garden 附近的 Kohaku 咖啡馆已永久关闭，推测因租金过高。两人虽遗憾失去这家热门景点区的宝藏店并期待其重开或搬迁至近处，但最后去了 Lily's，认为氛围不同；朱莉娅建议去日本中心品尝类似甜点，亨利则担心那里游客过多、拥挤不堪而不愿前往。,茱莉亚上周去了考文特花园附近的kohaku咖啡馆，但现在这家店关门了，这让她和亨利大吃一惊。她联系了店主，但还没收到回复。亨利和他的表妹最后去了莉莉家，但那里的气氛不一样。,107,74,33,1.445945945945946,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,48,汤姆问卡米拉是否去过都柏林，卡米拉表示从未去过爱尔兰。汤姆提议周末去都柏林，持续两天，因为天气预报很好。卡米拉赞同汤姆的疯狂想法，并表示支持。汤姆说他会买票。,卡米拉和汤姆这个周末要去都柏林。,71,15,56,4.733333333333333,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,48,汤姆提议周末去都柏林，卡米拉虽然一开始有些惊讶但最终同意了，并让汤姆购买车票。,卡米拉和汤姆这个周末要去都柏林。,36,15,21,2.4,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,48,汤姆提议周末去都柏林旅行两天，因天气预报良好且得到卡米拉的喜爱与支持，最终由他购买车票。,卡米拉和汤姆这个周末要去都柏林。,41,15,26,2.7333333333333334,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,49,梅根问纳森是否收到杰森的消息，因为杰森今天缺课。纳森解释说杰森有牙医预约。梅根感谢他的信息。,杰森今天约了牙医，所以他没来。,42,13,29,3.230769230769231,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,49,梅根询问杰森的消息，得知他今天缺席了。苏西告知是因为有牙科预约，梅根表示感谢。,杰森今天约了牙医，所以他没来。,35,13,22,2.6923076923076925,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,49,梅根询问杰森的消息，得知他今天缺席是因为牙医预约后表示感谢。,杰森今天约了牙医，所以他没来。,28,13,15,2.1538461538461537,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,50,"艾利：到目前为止你做了多少？
吉尔：大概20到30个。
吉尔：我每天最多只能做3到4个。
艾利：每天几小时？
吉尔：可能40个小时，或者35个小时……
艾利：好吧，我也是这样。",到目前为止，吉尔做了20或30次，每天3-4次，35或40小时，所以和艾丽一样。,64,30,34,2.1333333333333333,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,50,两人交流了各自的工作量和工作时长，大致在20到30个左右，每天能完成的量有限制，工时大约是35到40小时。,到目前为止，吉尔做了20或30次，每天3-4次，35或40小时，所以和艾丽一样。,45,30,15,1.5,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,50,艾莉询问进度，吉尔表示已完成约二十到三十个，每天最多只能做三四个。当被问及耗时时，吉尔回答大约四十小时或三十五小时左右，艾莉回应自己情况相同。,到目前为止，吉尔做了20或30次，每天3-4次，35或40小时，所以和艾丽一样。,65,30,35,2.1666666666666665,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,51,詹姆斯告诉米娅，他们的哲学讲师正在举办一场艺术展览，明天开幕。米娅对这个消息感到惊讶，但表示也想去看看。詹姆斯提议他们一起去，并邀请阿美利亚一起参加。米娅有些犹豫，因为她不了解阿美利亚，但詹姆斯安抚她，保证阿美利亚很随和。他们计划明天同时去展览和电影院，之后到詹姆斯家聚会。米娅表示同意，两人确认没有问题。,詹姆斯和米娅明天想去看艺术展。詹姆斯想让阿米莉亚和他们一起去，但米娅不确定阿米莉亚去不去。之后詹姆斯和米娅会去他家。,138,54,84,2.5555555555555554,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,51,詹姆斯告诉米娅，哲学课的讲师阿米莉亚推荐了一个明天开幕的艺术展。尽管米娅对这个组合感到惊讶，但她最终表示愿意去参观，并同意了詹姆斯提议的行程安排（包括看展览和电影）。詹姆斯随后向米娅保证，邀请阿米莉亚并不意味着他不重视两人独处的时光，双方都确认了接下来的计划。,詹姆斯和米娅明天想去看艺术展。詹姆斯想让阿米莉亚和他们一起去，但米娅不确定阿米莉亚去不去。之后詹姆斯和米娅会去他家。,120,54,66,2.2222222222222223,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,51,詹姆斯告知米娅，艾米莉亚推荐去看一位讲授伦理学的哲学教授的艺术展，展览将于明日开幕。尽管米娅起初对与不太熟悉的艾米莉亚同行感到些许压力并担心这会影响两人独处时光，但詹姆斯解释邀请她并非不珍视二人世界，只是希望三人一同前往；他承诺之后会带她们回自己家共度亲密时光。最终米娅表示理解并接受安排，确认一切妥当。,詹姆斯和米娅明天想去看艺术展。詹姆斯想让阿米莉亚和他们一起去，但米娅不确定阿米莉亚去不去。之后詹姆斯和米娅会去他家。,143,54,89,2.6481481481481484,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,52,玛丽安娜询问斯蒂芬的研讨会下一次会议的阅读材料是否在打印店。丽塔和查英没有确切信息，亚瑟确认周一材料未到位且工作人员态度恶劣。丽塔将于第二天早上前往并告知大家材料是否准备就绪，她会请求加印更多。亚瑟和查英表示不介意。,彩英和亚瑟通知玛丽安娜，史蒂芬研讨会下一次要用的阅读资料周一在印刷店拿不到。丽塔决定明天去看看，如果情况有变，她会让所有人都知道的。,102,61,41,1.6721311475409837,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,52,玛丽安询问史蒂芬研讨会下一期的阅读材料是否在打印店，里塔不确定。车英和亚瑟证实周一去时材料不在，且工作人员态度依然差。里塔表示第二天早上会去确认材料是否到，并帮忙要求多印一些，大家对此表示感谢。,彩英和亚瑟通知玛丽安娜，史蒂芬研讨会下一次要用的阅读资料周一在印刷店拿不到。丽塔决定明天去看看，如果情况有变，她会让所有人都知道的。,90,61,29,1.4754098360655739,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,52,Mariana 询问 Stephen 研讨会的下次阅读材料是否已在印刷店。Chae-yeong 和 Arthur 确认周一时材料尚未到位且店员态度不佳，Mariana 表示理解。Rita 计划明天上午去查看并告知结果；她无法立即购买现有库存，但会要求多印一些以备后用。大家同意只要 Rita 通知即可，这已是很大的帮助了。,彩英和亚瑟通知玛丽安娜，史蒂芬研讨会下一次要用的阅读资料周一在印刷店拿不到。丽塔决定明天去看看，如果情况有变，她会让所有人都知道的。,105,61,44,1.721311475409836,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,53,有个人在校园被打和抢，正在医院恢复。攻击者戴着面具，警方将发布官方声明并发表报纸文章。大家猜测攻击者可能是学生，甚至可能只是为了好玩。尽管校园有监控摄像头，但安全卫士效率不高。希望犯罪分子能尽快被捕。,有人在校园里遭到殴打和抢劫，不得不住院治疗。袭击者戴着面具。官方声明会和新闻报道一起发出。杜鲁门和罗德尼都认为尽管周围有摄像头，但校园安保不达标。,91,67,24,1.3582089552238805,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,53,有人在校园内遭到殴打和抢劫，伤者已住院但预计无碍。目前警方尚未查明凶手身份，目击者只知道嫌犯戴了面具。大家猜测这可能是学生所为，并讨论了安保监控的有效性，最后希望尽快抓到人。,有人在校园里遭到殴打和抢劫，不得不住院治疗。袭击者戴着面具。官方声明会和新闻报道一起发出。杜鲁门和罗德尼都认为尽管周围有摄像头，但校园安保不达标。,80,67,13,1.1940298507462686,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,53,罗伊尼询问是否有人在校内遭殴打和抢劫，特鲁曼关心伤者情况。罗斯想知道嫌疑人身份，得知袭击者戴了面具且受害者已送医但无大碍。众人猜测可能是学生所为，尽管校园有监控，但若戴口罩仍可规避检测；他们提到安保人员态度冷漠，最后希望尽快抓获凶手。,有人在校园里遭到殴打和抢劫，不得不住院治疗。袭击者戴着面具。官方声明会和新闻报道一起发出。杜鲁门和罗德尼都认为尽管周围有摄像头，但校园安保不达标。,108,67,41,1.6119402985074627,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,54,Javier 问 Judie 是否知道当地有没有英语服务的老板纹身店。Judie 推荐了“Warsaw Ink”，并展示了他女朋友在那里纹身的照片。Javier 很喜欢，但考虑到价格是1000，决定还是回哥伦比亚纹身。,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,67,29,38,2.310344827586207,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,54,贾维尔询问了当地是否有说英语的纹身店，朱迪推荐了“Warsaw Ink”，并展示了女友在那儿纹身的照片。贾维尔对效果很满意，但得知价格是1000后感到震惊，最终决定回哥伦比亚纹身。,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,71,29,42,2.4482758620689653,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,54,贾维尔询问是否有提供英语服务的纹身店，朱迪推荐了 Warsaw Ink。虽然她本人未做过，但女友曾在那里纹过并分享了照片，贾维尔称赞效果很棒却对 1000 美元的价格感到震惊，因此决定回哥伦比亚再纹一个。,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,82,29,53,2.8275862068965516,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,55,Zoe 发了一张冷天鼓励的GIF给朋友们，并询问他们的健康状况。Thomas回复说他们在热带地区，晚上温度降至-3度，早上有白霜。他们周末在冰风中爬上了Belchen山顶，享受了阳光明媚和意外的晒黑。Zoe表示很漂亮，但希望暂时避开这样的天气。他们约定很快联系。,托马斯住的地方晚上的温度是零下3摄氏度。早晨有霜。佐伊在热带。托马斯星期天在贝尔钦峰附近散步。,102,43,59,2.372093023255814,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,55,佐伊和托马斯寒暄问候，分享了各自的近况。托马斯分享了当地天气和一次在贝尔申山顶徒步的照片，佐伊称赞了美景，并表示自己暂时无法欣赏这样的景色。两人互相道晚安，保持联系。,托马斯住的地方晚上的温度是零下3摄氏度。早晨有霜。佐伊在热带。托马斯星期天在贝尔钦峰附近散步。,76,43,33,1.7674418604651163,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,55,佐伊向朋友们分享了一张在寒冷日子里令人振奋的图片，托马斯则从热带地区回应问候。他提到当地夜间气温降至零下三度，清晨有白霜，并展示了周日在贝尔琴山顶迎着寒风和阳光散步的照片，甚至晒了日光浴。两人互相称赞景色美丽，约定不久后联系，并互道保重。,托马斯住的地方晚上的温度是零下3摄氏度。早晨有霜。佐伊在热带。托马斯星期天在贝尔钦峰附近散步。,110,43,67,2.558139534883721,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,56,艾米丽问下一次ASEEES会议将在哪里举行。乔伊表示不知道，但这是一个好问题。詹姆斯听说过在加利福尼亚，具体是旧金山。乔伊希望会议能去夏威夷，但詹姆斯认为由于1993年最后一次在那里举行的会议因交通费用高而受到批评，未来可能不会太快实现。,詹姆斯通知说下一届aseees会议将在旧金山举行。克洛伊希望去夏威夷，詹姆斯认为不会去夏威夷举办会议，因为交通费用太高昂了。,103,53,50,1.9433962264150944,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,56,大家讨论了下一次ASEEES会议的地点，詹姆斯提到可能在加州旧金山。克洛伊表示希望是在夏威夷，但詹姆斯解释说上次在夏威夷（1993年）因旅行成本过高而受到批评，所以短期内不太可能。,詹姆斯通知说下一届aseees会议将在旧金山举行。克洛伊希望去夏威夷，詹姆斯认为不会去夏威夷举办会议，因为交通费用太高昂了。,75,53,22,1.4150943396226414,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,56,艾米丽询问下一届 ASEEES 会议的地点，詹姆斯表示听说在加州旧金山。克洛伊虽觉得不错但更希望是夏威夷；詹姆斯解释称上次在该地举办的会议因高昂的旅行费用受到批评，因此短期内不太可能再次选址那里。,詹姆斯通知说下一届aseees会议将在旧金山举行。克洛伊希望去夏威夷，詹姆斯认为不会去夏威夷举办会议，因为交通费用太高昂了。,86,53,33,1.6226415094339623,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,57,罗布发起“离沙发挑战”，计划每天进行30分钟的运动。格雷格支持他，建议至少60分钟。威尔鼓励罗布保持现实，不要太苛刻。安娜也加入挑战，表示30分钟的运动是合理的。格雷格建议选择自己喜欢的运动，如步行、骑行或游泳等。安娜表示需要大家的支持。,罗伯想开始每天做30分钟的体育运动。格雷格已经做了60分钟。安娜想像罗伯一样开始锻炼。,102,38,64,2.6842105263157894,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,57,Rob提议发起“离开沙发挑战”，计划每天活动30分钟。Greg认为应该至少达到60分钟，Will建议循序渐进更实际，Anna表示愿意参与30分钟的计划，Greg提醒大家要注意运动多样性，Anna则表示需要大家的鼓励和支持。,罗伯想开始每天做30分钟的体育运动。格雷格已经做了60分钟。安娜想像罗伯一样开始锻炼。,82,38,44,2.1578947368421053,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,57,Rob提议每天进行30分钟运动的“离开沙发挑战”，Greg建议至少60分钟，Will鼓励他设定现实目标。Anna加入挑战并寻求大家的支持，Greg还建议大家选择自己喜欢的多样化运动方式如散步、骑行或游泳等。,罗伯想开始每天做30分钟的体育运动。格雷格已经做了60分钟。安娜想像罗伯一样开始锻炼。,79,38,41,2.0789473684210527,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,58,布克尔提醒沃克带上Xbox游戏机。沃克认为布克尔不喜欢这款游戏机，但提到它的握持感很棒。布克尔笑着同意了。沃克决定也带一个。他们计划通宵玩游戏。,沃克和布克计划整晚玩游戏。沃克会把布克想要的xbox游戏机带来。,63,27,36,2.3333333333333335,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,58,博克提醒沃커带上Xbox主机，尽管之前似乎不喜欢，但沃커称赞了手柄的抓握感，两人决定彻夜游戏。,沃克和布克计划整晚玩游戏。沃克会把布克想要的xbox游戏机带来。,40,27,13,1.4814814814814814,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,58,布克提醒沃克别忘了带 Xbox 主机，尽管沃克曾以为他不喜欢那款手柄手感极佳的主机。两人最终决定通宵玩游戏，沃克同意携带一台前往。,沃克和布克计划整晚玩游戏。沃克会把布克想要的xbox游戏机带来。,56,27,29,2.074074074074074,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,59,马里奥今天飞遍了欧洲所有机场，感到非常疲惫。他目前在卢森堡等待。埃迪鼓励他享受旅程。莫说这是因为马里奥喜欢飞行。天气良好，否则他可能不得不乘坐火车旅行。莫提醒马里奥注意安全。马里奥也向莫表示感谢。,马里奥正在卢森堡的机场候机。,89,13,76,6.846153846153846,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,59,马里奥今天在欧洲的各个机场转了一圈，现在在卢森堡。大家祝他玩得开心，并提醒他注意安全。,马里奥正在卢森堡的机场候机。,39,13,26,3.0,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,59,马里奥今天飞遍了欧洲所有机场，现已抵达卢森堡等待。尽管飞行条件良好让他得以遍访各地，但他因过度劳累而疲惫不堪；朋友们叮嘱他注意安全并祝旅途愉快。,马里奥正在卢森堡的机场候机。,67,13,54,5.153846153846154,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,60,约翰问今天有没有练习，马特回答说应该有。约翰高兴地表示感谢并约定在练习时见，马特回复了“见”。,约翰不确定今天是否有训练，但马特说有。,41,17,24,2.411764705882353,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,60,约翰询问今天是否有练习，麦特确认有，两人道别。,约翰不确定今天是否有训练，但马特说有。,20,17,3,1.1764705882352942,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,60,约翰询问今天是否有训练，马特确认大概有。约翰表示感谢并约定届时见，两人互相道别。,约翰不确定今天是否有训练，但马特说有。,36,17,19,2.1176470588235294,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,61,亚历克斯请马丁买牛奶，马丁刚买了两天前。亚历克斯说最近想喝牛奶。马丁表示因为要完成项目，两小时后会给她买。亚历克斯称他为英雄。,马丁完成计划后将给亚历克斯买两瓶牛奶。,57,18,39,3.1666666666666665,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,61,亚历克斯让马丁买牛奶，马丁抱怨刚买过，但最终还是答应了，并称赞了他。,马丁完成计划后将给亚历克斯买两瓶牛奶。,30,18,12,1.6666666666666667,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,61,亚历克斯请求马丁买牛奶，马丁表示昨天刚买了两瓶。亚历克斯承认自己只是最近特别想喝，并感谢马丁的爱让他很快就能拿到新买的牛奶，因为马丁需要先完成项目。亚历克斯称赞马丁是她的英雄。,马丁完成计划后将给亚历克斯买两瓶牛奶。,82,18,64,4.555555555555555,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,62,布莱尔和查克计划在下班后见婚礼策划师，地点在非娜丽塔餐厅。查克想点这里的海鲜意面，但他们也记得上次见黛安时那场令人难忘的番茄酱灾难，两人不禁发笑。,布莱尔和恰克下班后要去诺娜·丽塔餐厅见婚礼策划人。诺娜·丽塔餐厅供应的意大利面条非常好。,68,40,28,1.7,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,62,两人提醒对方下班后要见婚礼策划师，地点在Nonna Rita。查克开玩笑地询问是否可以点海鲜意大利面，并提到了上次和黛安会面时弄脏了她的经历。,布莱尔和恰克下班后要去诺娜·丽塔餐厅见婚礼策划人。诺娜·丽塔餐厅供应的意大利面条非常好。,59,40,19,1.475,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,62,布莱尔和查克计划下班后去 Nonna Rita's 见婚礼策划师，查克想点海鲜宽面而非仅喝咖啡；两人还调侃上次与黛安见面时因番茄意面弄脏了对方白衬衫的尴尬经历。,布莱尔和恰克下班后要去诺娜·丽塔餐厅见婚礼策划人。诺娜·丽塔餐厅供应的意大利面条非常好。,65,40,25,1.625,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,63,"科尔：嘿，室友（笑）
路易斯：我们可是在同一间房间啊！
科尔：哈哈，有趣。
路易斯：唉，不要来要我的枕头了。
科尔：来，说说吧。
路易斯：不，我不会通过短信和你这种人说话——他正坐在我旁边几英寸远。
科尔：（笑）",科尔和路易斯坐在同一个房间里，却在发短信。,77,19,58,4.052631578947368,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,63,科尔和路易斯在同一个房间里开玩笑，科尔让路易斯把枕头递过来，但路易斯要求科尔当面说。两人随后互相调侃，气氛轻松。,科尔和路易斯坐在同一个房间里，却在发短信。,51,19,32,2.6842105263157894,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,63,科尔和路易斯在同一个房间里，科尔开玩笑说室友很搞笑并索要枕头。路易斯拒绝回应，表示不愿给近在咫尺的“白痴”发短信，两人因此展开了一段幽默的互怼。,科尔和路易斯坐在同一个房间里，却在发短信。,65,19,46,3.4210526315789473,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,64,达米安告诉雅各布和梅森，切尔西队比赛中的希瓜因两度得分让他非常高兴。尽管对手是排名靠后的胡德尼特队，但这终于是一次积极的转变。雅各布认为这可能不是转折点，而梅森则表示胡德尼特队水平很低。达米安仍保持乐观，希望这能成为球队的转机。,切尔西今天下午赢了哈德斯菲尔德的一场比赛。伊瓜因两度得分。达米安很高兴，他希望这将是切尔西的转折点。,106,46,60,2.3043478260869565,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,64,大家聊了切尔西的比赛，达米安因为球员希瓜因打进两球而很高兴，认为这是球队的一个积极转折点；雅各布和梅森对此持保留态度。,切尔西今天下午赢了哈德斯菲尔德的一场比赛。伊瓜因两度得分。达米安很高兴，他希望这将是切尔西的转折点。,55,46,9,1.1956521739130435,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,64,戴米安询问大家是否观看了切尔西的比赛，雅各布和梅森表示没看。戴米安兴奋地提到伊瓜因梅开二度，认为这是球队的一个积极转折点，尽管对手赫尔城表现糟糕。然而，雅各布对此持怀疑态度，而梅森则半开玩笑地祝他好运。,切尔西今天下午赢了哈德斯菲尔德的一场比赛。伊瓜因两度得分。达米安很高兴，他希望这将是切尔西的转折点。,93,46,47,2.0217391304347827,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,65,马伦恩即将去城镇，建议巴里为丽塔挑选礼物。巴里没有想法，马伦恩在凯瑟商店看到了丝绸围巾，并发了照片给巴里。巴里建议选择带有黄色图案的围巾，因为丽塔喜欢黄色。马伦恩表示那是五件中最贵的一件，价格为39欧。巴里觉得不贵，同意以50/50的价格购买。,玛伦半小时后就要去镇上了。她将给丽塔买一件礼物——凯泽的带黄色花纹的丝巾。它的售价为39，巴利和玛伦一人出一半钱。,107,50,57,2.14,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,65,玛琳临走前，让巴里帮忙为丽塔挑选礼物。两人在凯撒的看到丝巾后，最终选定了黄色图案的、最贵的丝巾，并商定各付一半的费用。,玛伦半小时后就要去镇上了。她将给丽塔买一件礼物——凯泽的带黄色花纹的丝巾。它的售价为39，巴利和玛伦一人出一半钱。,53,50,3,1.06,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,65,马琳半小时后去城里，询问巴里是否有给丽塔的礼物建议。巴里没有主意，让马琳决定。马琳在凯撒百货看到漂亮的丝绸方巾并发送照片，巴里选中黄色图案的款式（因丽塔喜爱黄色），价格 39 元。两人同意各付一半购买。,玛伦半小时后就要去镇上了。她将给丽塔买一件礼物——凯泽的带黄色花纹的丝巾。它的售价为39，巴利和玛伦一人出一半钱。,88,50,38,1.76,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,66,昨天发生了点事，布鲁克让盖尔回来看看。盖尔问情况严重吗？布鲁克建议他回家。盖尔说马上就到。,布鲁克要盖尔过来看看昨天发生了什么。,40,17,23,2.3529411764705883,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,66,布鲁克让盖尔来看她，说昨天发生了一些事，盖尔询问是否严重，并表示正在前往。,布鲁克要盖尔过来看看昨天发生了什么。,33,17,16,1.9411764705882353,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,66,布鲁克告知盖尔昨天发生了事，让他赶紧回家看看。盖尔询问是否严重后表示正在赶回去的路上。,布鲁克要盖尔过来看看昨天发生了什么。,40,17,23,2.3529411764705883,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,67,"米莱娜：演讲怎么样？
凯特：很好。
雷吉娜：是的，我们收到了积极的反馈。
米莱娜：你有多少人来听你的演讲？
雷吉娜：三个人，但我们知道会是一个温馨、友好的氛围。
米莱娜：有时候一个小但热情的观众比无聊的人群要好。
凯特：完全同意。",凯特、米丽娜和里贾娜的演讲进行得很顺利，三个人来听他们的演讲。,92,28,64,3.2857142857142856,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,67,大家讨论了展示效果，认为反馈很好。关于听众人数，Regina提到只有三个人，但大家都觉得气氛很温馨友好，Milena和Kate都同意小而有兴趣的观众比一群无聊的人更好。,凯特、米丽娜和里贾娜的演讲进行得很顺利，三个人来听他们的演讲。,65,28,37,2.3214285714285716,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,67,米莱娜询问凯特和瑞吉娜的演示效果，两人反馈良好且收到积极评价。尽管只有三位听众在场，但小规模的互动氛围更亲切友好；米莱娜认为专注的小众观众胜过无聊的大众，凯特表示赞同。,凯特、米丽娜和里贾娜的演讲进行得很顺利，三个人来听他们的演讲。,78,28,50,2.7857142857142856,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,68,杰克刚抽中了本年的首张“TOTW”卡。他计划在尝试过几场比赛后出售，因为该球员不适合他的阵容。汤姆表示今年运气不佳，没有抽到优秀球员。杰克安慰他说，作为游戏高手，他不需要帮助。,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,75,20,55,3.75,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,68,杰克抽到了本年度第一个TOTW，打算在一两个比赛中使用看看，但觉得他不太适合自己的队伍。汤姆祝贺并建议他卖掉，说他会有足够的金币购买合适的球员。两人聊到运气，汤姆抱怨今年的抽卡运气很差，而杰克则开玩笑地夸赞了汤姆的游戏水平。,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,101,20,81,5.05,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,68,杰克今年首次抽到 TOTW 球员，打算试用一两次后出售，因为该球员不适合他的阵容；汤姆祝贺他并调侃自己今年运气不佳未抽中好卡。两人随后开玩笑说汤姆游戏技术很好不需要帮助，而汤姆则幽默地表示自己喜欢闪闪发光的卡片。,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,95,20,75,4.75,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,69,"卡丝：亲爱的，你生日卡片和钱收到了吗？

乔丹：嗨，奶奶！谢谢20英镑。对不起，我没提前打电话给你。

卡丝：你还是喜欢托马斯小火车吧？我特意挑的。

乔丹：是的，奶奶。我永远爱他！下次，给我买一个足球主题的吧？我现在11岁了！

卡丝：我知道，你长得很快。爱你！

乔丹：爱你，奶奶！",凯斯送给外孙乔丹20英镑和一张生日卡，作为他11岁生日的礼物。,105,27,78,3.888888888888889,direct_all_models_100samples_seed42_results.json,direct
